id,retweets_count,favorite_count,created_at,text,lang,retweeted,followers_count,friends_count,hashtags_count,description,location,background_image_url,source
8.26382170248e+17,535.0,0.0,2017-01-31 10:50:37,RT @RashtrapatiBhvn: My Government has taken various steps to transform the lives of our farmers #PresidentMukherjee,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26382142049e+17,541.0,0.0,2017-01-31 10:50:30,RT @RashtrapatiBhvn: My Government is committed to provide shelter to every houseless poor household through the Pradhan Mantri Aawas Yojan…,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26382124005e+17,441.0,0.0,2017-01-31 10:50:26,RT @RashtrapatiBhvn: My Government has taken many initiatives to improve the quality of life of the poor #PresidentMukherjee,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26382080041e+17,638.0,0.0,2017-01-31 10:50:15,"RT @RashtrapatiBhvn: At the core of all my Govt's policies is the welfare of the garib, dalit, peedit, shoshit, vanchit, kisan, shramik &amp;yu…",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26382052308e+17,423.0,0.0,2017-01-31 10:50:09,RT @RashtrapatiBhvn: Janashakti has transformed Swachh Bharat Mission into a jan-andolan #PresidentMukherjee,hi,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26382016619e+17,485.0,0.0,2017-01-31 10:50:00,RT @RashtrapatiBhvn: Resilience &amp; forbearance demonstrated by countrymen recently in fight against black money &amp; corruption is remarkable #…,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26381993852e+17,385.0,0.0,2017-01-31 10:49:55,RT @RashtrapatiBhvn: This year marks the Centenary year of Champaran Satyagraha #PresidentMukherjee,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26381981215e+17,493.0,0.0,2017-01-31 10:49:52,RT @RashtrapatiBhvn: We are observing the one thousandth birth anniversary of the great saint-philosopher Ramanujacharya #PresidentMukherjee,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26381960365e+17,479.0,0.0,2017-01-31 10:49:47,RT @RashtrapatiBhvn: This year marks the 350th birth anniversary of the great Sikh Guru - Guru Gobind Singhji #PresidentMukherjee,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.26264434364e+17,1308.0,4571.0,2017-01-31 03:02:47,Get your e-book on tension-free exams &amp; personalised exam greetings.  Don't forget to register. https://t.co/TYuxNNJfIf #MannKiBaat,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26264175446e+17,1416.0,5682.0,2017-01-31 03:01:45,"Last Sunday's #MannKiBaat has been converted into an e-book, which can be read by students during this exam season.",en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26263952963e+17,943.0,3542.0,2017-01-31 03:00:52,"The @NDRFHQ is rightly focussing on strengthening systems, processes &amp; capacity building, which help in minimising loss of life or property.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26263769072e+17,1017.0,3830.0,2017-01-31 03:00:08,"Greetings to @NDRFHQ team on their 12th Raising Day celebrations. NDRF's efforts in disaster response, rescue &amp; relief are commendable.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.26076298481e+17,1809.0,9363.0,2017-01-30 14:35:11,Joined a prayer meeting at Gandhi Smriti. https://t.co/eJbodns5ZO,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25876496523e+17,3286.0,14138.0,2017-01-30 01:21:15,पूज्य बापू की पुण्यतिथि पर उनको शत-शत नमन...Tributes to beloved Bapu on his Punya Tithi.,und,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25729040229e+17,2756.0,12247.0,2017-01-29 15:35:19,Joined the 'Beating Retreat' ceremony. Here are some pictures. https://t.co/kIPyD3uGZV,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25640821945e+17,1662.0,6620.0,2017-01-29 09:44:46,"India is proud of our Coast Guard, which is one of the best in the world. https://t.co/2hp6jlVKbv #MannKiBaat",en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25640670602e+17,1370.0,4614.0,2017-01-29 09:44:10,Do not make these exams about pressure. Appear for them with a smile. It will work! #MannKiBaat https://t.co/FdRhdESoZB,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25640479727e+17,1515.0,5030.0,2017-01-29 09:43:24,"Young friends, compete with yourself and not others. #MannKiBaat https://t.co/X9wRvSEyuX",en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25640346386e+17,1376.0,4787.0,2017-01-29 09:42:52,"The @Akali_Dal_ &amp; @BJP4Punjab Government is committed to the safety, security of Punjab &amp; is one that understands a… https://t.co/u0akCeCcek",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25639704914e+17,1466.0,5229.0,2017-01-29 09:40:19,"At the rally in Faridkot, spoke about how the Central Government’s schemes are empowering farmers.… https://t.co/0LfuBlugtB",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25593893706e+17,1965.0,6624.0,2017-01-29 06:38:17,"#MannKiBaat with students- on #StressFreeExams, importance of knowledge &amp; why proper rest matters during exams. https://t.co/1Yw3HVHYQA",en,False,26809964.0,1641.0,2.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25536180956e+17,2177.0,9681.0,2017-01-29 02:48:57,Tune in to #MannKiBaat today at 11 AM. Will specially urge my young friends to join. https://t.co/cTdeORFe14,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.2533071529e+17,1602.0,7349.0,2017-01-28 13:12:31,"Meeting NCC cadets gives a glimpse of the skills &amp; potential our youth is blessed with, which will benefit India. https://t.co/A2R86XhO7i",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25329865952e+17,1761.0,7561.0,2017-01-28 13:09:08,"Earlier today, addressed the NCC rally in Delhi. Spoke about how the NCC experience brings several key learnings in… https://t.co/QiEPFuwKz2",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25327602345e+17,1985.0,8822.0,2017-01-28 13:00:08,"People of Goa have not forgotten the corruption, misgovernance &amp; instability under Congress rule. Development suffered greatly that time.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25327483159e+17,1329.0,5878.0,2017-01-28 12:59:40,"Goa government rightly focussed on tourism, creating infrastructure &amp; opportunities that bring development to the state. @BJP4Goa",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25327132725e+17,1549.0,6444.0,2017-01-28 12:58:16,Last 5 years have been years of development under the BJP state government. Goa did well in various sectors. This g… https://t.co/2t3VCMUuqX,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25326560354e+17,1457.0,5392.0,2017-01-28 12:56:00,Campaigned in Goa. Urged people of Goa to elect a stable &amp; development oriented @BJP4Goa government.… https://t.co/L8ugSdpgTu,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.25170780145e+17,3590.0,13891.0,2017-01-28 02:36:59,"Tributes to Lala Lajpat Rai on his birth anniversary. He was respected for his fearlessness, impeccable integrity &amp; fight against injustice.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.25010221622e+17,1646.0,8012.0,2017-01-27 15:58:59,Congratulations to Mr. Adama Barrow. India stands with him for the rapid &amp; all-round development of The Gambia.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24998533875e+17,2901.0,11717.0,2017-01-27 15:12:32,Black money &amp; corruption adversely impact aspirations of our youth. Assured people that our fight against these two evils will continue.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24998219009e+17,1594.0,7562.0,2017-01-27 15:11:17,"In Shri Parkash Singh Badal, we have a leader who always places the well-being of Punjab first. He has been constantly working for people.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24997950372e+17,1631.0,6586.0,2017-01-27 15:10:13,Spoke at length about how the various initiatives of the Central Government have positively impacted the lives of our farmers &amp; youngsters.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24997577351e+17,1500.0,5950.0,2017-01-27 15:08:44,Campaigned in Punjab. Addressed a public meeting in Jalandhar in support of @Akali_Dal_ &amp; @BJP4Punjab alliance. https://t.co/RzuQA7S0e0,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24664404604e+17,3224.0,11957.0,2017-01-26 17:04:50,Thank you PM Netanyahu. Your wishes are indeed special. https://t.co/9jvYZt5Jb0,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24663826268e+17,1993.0,9557.0,2017-01-26 17:02:32,Thank you for the #RepublicDay wishes President Sirisena. https://t.co/chAPDb8teC,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24663644458e+17,1617.0,6945.0,2017-01-26 17:01:49,Thank you PM Tobgay for the greetings. https://t.co/gbxiN0uhpq,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24662808936e+17,1398.0,0.0,2017-01-26 16:58:29,RT @KremlinRussia_E: India celebrates Republic Day today. Congratulations from Vladimir Putin https://t.co/vaBxxV05UO,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24662750098e+17,1707.0,0.0,2017-01-26 16:58:15,RT @ashrafghani: A happy #RepublicDay to India.,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24658305344e+17,2288.0,10783.0,2017-01-26 16:40:36,It has been an honour to host HH Mohamed bin Zayed Al Nahyan in India. His visit has further strengthened ties between India &amp; UAE. @MBZNews,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24544443626e+17,1725.0,8625.0,2017-01-26 09:08:09,Demise of Shri Ramdas Agarwal is saddening. His contribution towards building the BJP in Rajasthan will be remembered. RIP.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.2454187034e+17,2920.0,12112.0,2017-01-26 08:57:55,Deeply saddened at the death of our Veer jawans in an avalanche in Kashmir. Have directed the authorities for speedy search and rescue ops.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24532656939e+17,2714.0,12249.0,2017-01-26 08:21:19,Paying tributes at Amar Jawan Jyoti. https://t.co/uj5hGZOTlX,in,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24532346615e+17,3584.0,14151.0,2017-01-26 08:20:05,I thank HH Mohamed bin Zayed Al Nahyan for joining us during the #RepublicDay celebrations today. @MBZNews https://t.co/SwrO2yYMEp,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24531580115e+17,4011.0,16404.0,2017-01-26 08:17:02,Joined the #RepublicDay celebrations. Here are some pictures. https://t.co/3EguSWjo6L,en,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24511174377e+17,1482.0,5990.0,2017-01-26 06:55:57,"He was an admirable diplomat, a great friend of India &amp; a fluent Hindi speaker who tirelessly contributed to stronger India-Russia ties.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24510959235e+17,1368.0,5527.0,2017-01-26 06:55:06,Deeply saddened at the passing away of Ambassador Alexander Kadakin.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24425803337e+17,10889.0,38825.0,2017-01-26 01:16:43,गणतंत्र दिवस की सभी देशवासियों को बहुत-बहुत शुभकामनाएं। #RepublicDay greetings to everyone.,hi,False,26809964.0,1641.0,1.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.2431067905e+17,818.0,0.0,2017-01-25 17:39:15,RT @PIB_India: Address by the President of India on the eve of the Republic Day of India 2017 https://t.co/v8AscpmKXG,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24195554817e+17,2080.0,8749.0,2017-01-25 10:01:47,India-UAE cooperation benefits our 2 countries immensely. Our convergence will help stabilise the region. https://t.co/e4HiJhDbyB,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24195039161e+17,1856.0,7852.0,2017-01-25 09:59:44,"HH Mohamed bin Zayed Al Nahyan &amp; I agreed to expand our defence &amp; security cooperation, including cooperation in maritime domain.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.2419475337e+17,1648.0,7100.0,2017-01-25 09:58:36,We agreed to sustain the momentum in energy &amp; investments. India welcomes UAE's interest in investing in our infrastructure sector.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.24194605332e+17,2161.0,8307.0,2017-01-25 09:58:01,My discussions with HH Mohamed bin Zayed Al Nahyan were wide ranging. We shaped an ambitious roadmap to further str… https://t.co/yu0yGFyjGB,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.2409685506e+17,2958.0,11819.0,2017-01-25 03:29:35,I urge every eligible voter to exercise his or her franchise &amp; call upon my young friends to register as voters when they turn 18.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24096673371e+17,1998.0,7452.0,2017-01-25 03:28:52,"Elections are celebrations of democracy. They communicate the will of the people, which is supreme in a democracy.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.240964667e+17,2482.0,9170.0,2017-01-25 03:28:03,Wishing you all on National Voters’ Day. We greet the Election Commission &amp; salute their important role in our democracy.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24082791353e+17,4269.0,17431.0,2017-01-25 02:33:42,Have also invited President Trump to visit India.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24082616819e+17,4281.0,14334.0,2017-01-25 02:33:01,President @realDonaldTrump and I agreed to work closely in the coming days to further strengthen our bilateral ties.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.24082293371e+17,3936.0,14991.0,2017-01-25 02:31:44,Had a warm conversation with President @realDonaldTrump late last evening.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.23870219039e+17,2019.0,6959.0,2017-01-24 12:29:01,This new scheme for promoting rural housing across India adds strength to our efforts towards ‘housing for all.’ https://t.co/NbfZvs2rIP,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23869911017e+17,1810.0,5586.0,2017-01-24 12:27:48,"The IIM Bill focuses on complete autonomy, effective administration, more alumni participation &amp; many other areas. https://t.co/8R7zRrQ5ev",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23869635443e+17,1704.0,6613.0,2017-01-24 12:26:42,"The IIM Bill, which was approved by the Cabinet has been prepared with the aim of furthering excellence in these premier institutions.",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23869472503e+17,1503.0,0.0,2017-01-24 12:26:03,"RT @RadhamohanBJP: #कैबिनेट ने किसानों को दी कृषि ऋण ब्याज मे छूट। 
https://t.co/B7GAJL3NlV
#Cabinet https://t.co/BYwNoX6Wfv",hi,False,26809964.0,1641.0,2.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23869152633e+17,1708.0,6328.0,2017-01-24 12:24:47,India &amp; UAE share strong bonds of friendship &amp; extensive cooperation. Looking forward to building on this &amp; further cementing ties. @MBZNews,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23868997586e+17,2926.0,10504.0,2017-01-24 12:24:10,"Welcome to India, HH Mohamed bin Zayed Al Nahyan. We are honoured to host you &amp; delighted that you will join our Re… https://t.co/2HnPnk5dtr",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23868697513e+17,1203.0,3594.0,2017-01-24 12:22:58,ترتبط الهند و الإمارات بروابط الصداقة القوية والتعاون الواسـع و نتطلع إلى تحسين هذه الروابط وتعزيزالعلاقات أكثر و إلى آفاق أوسع  MBZNews@,ar,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23868402016e+17,2238.0,5328.0,2017-01-24 12:21:48,مرحبا بصاحب السمو الشيخ محمد بن زايد آل نهيان على أرض الهند، نفتخر باستضافتكم و نسعد بحضوركم فى إحتفالاتنا بيوم الج… https://t.co/HAUd5qqHJo,ar,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23741633187e+17,2394.0,9897.0,2017-01-24 03:58:04,Let us reaffirm our commitment to challenging stereotypes based on gender &amp; promote gender sensitisation as well as gender equality.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.23741227535e+17,2250.0,8686.0,2017-01-24 03:56:27,It is imperative to reject discrimination against the girl child and ensure equal opportunities for the girl child.,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.23740793081e+17,3537.0,12765.0,2017-01-24 03:54:44,"National Girl Child Day is a day to celebrate the exceptional achievements of the girl child, whose excellence in many fields makes us proud",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter for iPhone
8.23534988126e+17,2685.0,10988.0,2017-01-23 14:16:56,Payal Devi from J&amp;K saved two children from being trapped in a flash flood but unfortunately lost her life. I salut… https://t.co/rkW5MFsO83,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23534271927e+17,1638.0,6543.0,2017-01-23 14:14:05,"Tributes to H Lalhriatpuii. While saving her 2 year old cousin, she got run over by a vehicle. https://t.co/MFRo6JrJ2Q",en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
8.23533660737e+17,1573.0,6205.0,2017-01-23 14:11:39,Late Tarh Peeju from Arunachal Pradesh lost her own life while saving two friends who were being swept away by a st… https://t.co/v79yW3LPKJ,en,False,26809964.0,1641.0,0.0,Prime Minister of India,India,http://pbs.twimg.com/profile_background_images/562185004696875009/DiiHx54g.jpeg,Twitter Web Client
